First Name,Last Name,Email,Grade ,Grade_2,Grade_3,Grade_4,Grade_5
amy,adams,amy.adams@univ.edu,9,12,12,13,10
amy,adams,amy.adams@univ.edu,9,12,15,8,7
amy,adams,amy.adams@univ.edu,9,12,15,8,6
amy,adams,amy.adams@univ.edu,9,12,15,8,4
amy,adams,amy.adams@univ.edu,9,12,15,8,10
amy,adams,amy.adams@univ.edu,9,12,15,11,7
amy,adams,amy.adams@univ.edu,9,12,15,11,6
amy,adams,amy.adams@univ.edu,9,12,15,11,4
amy,adams,amy.adams@univ.edu,9,12,15,11,10
amy,adams,amy.adams@univ.edu,9,12,15,5,7
amy,adams,amy.adams@univ.edu,9,12,15,5,6
amy,adams,amy.adams@univ.edu,9,12,15,5,4
amy,adams,amy.adams@univ.edu,9,12,15,5,10
amy,adams,amy.adams@univ.edu,9,12,15,13,7
amy,adams,amy.adams@univ.edu,9,12,15,13,6
amy,adams,amy.adams@univ.edu,9,12,15,13,4
amy,adams,amy.adams@univ.edu,9,12,15,13,10
amy,adams,amy.adams@univ.edu,9,12,9,8,7
amy,adams,amy.adams@univ.edu,9,12,9,8,6
amy,adams,amy.adams@univ.edu,9,12,9,8,4
amy,adams,amy.adams@univ.edu,9,12,9,8,10
amy,adams,amy.adams@univ.edu,9,12,9,11,7
amy,adams,amy.adams@univ.edu,9,12,9,11,6
amy,adams,amy.adams@univ.edu,9,12,9,11,4
amy,adams,amy.adams@univ.edu,9,12,9,11,10
amy,adams,amy.adams@univ.edu,9,12,9,5,7
amy,adams,amy.adams@univ.edu,9,12,9,5,6
amy,adams,amy.adams@univ.edu,9,12,9,5,4
amy,adams,amy.adams@univ.edu,9,12,9,5,10
amy,adams,amy.adams@univ.edu,9,12,9,13,7
amy,adams,amy.adams@univ.edu,9,12,9,13,6
amy,adams,amy.adams@univ.edu,9,12,9,13,4
amy,adams,amy.adams@univ.edu,9,12,9,13,10
amy,adams,amy.adams@univ.edu,9,12,6,8,7
amy,adams,amy.adams@univ.edu,9,12,6,8,6
amy,adams,amy.adams@univ.edu,9,12,6,8,4
amy,adams,amy.adams@univ.edu,9,12,6,8,10
amy,adams,amy.adams@univ.edu,9,12,6,11,7
amy,adams,amy.adams@univ.edu,9,12,6,11,6
amy,adams,amy.adams@univ.edu,9,12,6,11,4
amy,adams,amy.adams@univ.edu,9,12,6,11,10
amy,adams,amy.adams@univ.edu,9,12,6,5,7
amy,adams,amy.adams@univ.edu,9,12,6,5,6
amy,adams,amy.adams@univ.edu,9,12,6,5,4
amy,adams,amy.adams@univ.edu,9,12,6,5,10
amy,adams,amy.adams@univ.edu,9,12,6,13,7
amy,adams,amy.adams@univ.edu,9,12,6,13,6
amy,adams,amy.adams@univ.edu,9,12,6,13,4
amy,adams,amy.adams@univ.edu,9,12,6,13,10
amy,adams,amy.adams@univ.edu,9,12,12,8,7
amy,adams,amy.adams@univ.edu,9,12,12,8,6
amy,adams,amy.adams@univ.edu,9,12,12,8,4
amy,adams,amy.adams@univ.edu,9,12,12,8,10
amy,adams,amy.adams@univ.edu,9,12,12,11,7
amy,adams,amy.adams@univ.edu,9,12,12,11,6
amy,adams,amy.adams@univ.edu,9,12,12,11,4
amy,adams,amy.adams@univ.edu,9,12,12,11,10
amy,adams,amy.adams@univ.edu,9,12,12,5,7
amy,adams,amy.adams@univ.edu,9,12,12,5,6
amy,adams,amy.adams@univ.edu,9,12,12,5,4
amy,adams,amy.adams@univ.edu,9,12,12,5,10
amy,adams,amy.adams@univ.edu,9,12,12,13,7
amy,adams,amy.adams@univ.edu,9,12,12,13,6
amy,adams,amy.adams@univ.edu,9,12,12,13,4
amy,adams,amy.adams@univ.edu,9,12,12,13,10
amy,adams,amy.adams@univ.edu,9,12,15,8,7
amy,adams,amy.adams@univ.edu,9,12,15,8,6
amy,adams,amy.adams@univ.edu,9,12,15,8,4
amy,adams,amy.adams@univ.edu,9,12,15,8,10
amy,adams,amy.adams@univ.edu,9,12,15,11,7
amy,adams,amy.adams@univ.edu,9,12,15,11,6
amy,adams,amy.adams@univ.edu,9,12,15,11,4
amy,adams,amy.adams@univ.edu,9,12,15,11,10
amy,adams,amy.adams@univ.edu,9,12,15,5,7
amy,adams,amy.adams@univ.edu,9,12,15,5,6
amy,adams,amy.adams@univ.edu,9,12,15,5,4
amy,adams,amy.adams@univ.edu,9,12,15,5,10
amy,adams,amy.adams@univ.edu,9,12,15,13,7
amy,adams,amy.adams@univ.edu,9,12,15,13,6
amy,adams,amy.adams@univ.edu,9,12,15,13,4
amy,adams,amy.adams@univ.edu,9,12,15,13,10
amy,adams,amy.adams@univ.edu,9,12,9,8,7
amy,adams,amy.adams@univ.edu,9,12,9,8,6
amy,adams,amy.adams@univ.edu,9,12,9,8,4
amy,adams,amy.adams@univ.edu,9,12,9,8,10
amy,adams,amy.adams@univ.edu,9,12,9,11,7
amy,adams,amy.adams@univ.edu,9,12,9,11,6
amy,adams,amy.adams@univ.edu,9,12,9,11,4
amy,adams,amy.adams@univ.edu,9,12,9,11,10
amy,adams,amy.adams@univ.edu,9,12,9,5,7
amy,adams,amy.adams@univ.edu,9,12,9,5,6
amy,adams,amy.adams@univ.edu,9,12,9,5,4
amy,adams,amy.adams@univ.edu,9,12,9,5,10
amy,adams,amy.adams@univ.edu,9,12,9,13,7
amy,adams,amy.adams@univ.edu,9,12,9,13,6
amy,adams,amy.adams@univ.edu,9,12,9,13,4
amy,adams,amy.adams@univ.edu,9,12,9,13,10
amy,adams,amy.adams@univ.edu,9,12,6,8,7
amy,adams,amy.adams@univ.edu,9,12,6,8,6
amy,adams,amy.adams@univ.edu,9,12,6,8,4
amy,adams,amy.adams@univ.edu,9,12,6,8,10
amy,adams,amy.adams@univ.edu,9,12,6,11,7
amy,adams,amy.adams@univ.edu,9,12,6,11,6
amy,adams,amy.adams@univ.edu,9,12,6,11,4
amy,adams,amy.adams@univ.edu,9,12,6,11,10
amy,adams,amy.adams@univ.edu,9,12,6,5,7
amy,adams,amy.adams@univ.edu,9,12,6,5,6
amy,adams,amy.adams@univ.edu,9,12,6,5,4
amy,adams,amy.adams@univ.edu,9,12,6,5,10
amy,adams,amy.adams@univ.edu,9,12,6,13,7
amy,adams,amy.adams@univ.edu,9,12,6,13,6
amy,adams,amy.adams@univ.edu,9,12,6,13,4
amy,adams,amy.adams@univ.edu,9,12,6,13,10
amy,white,amy.white@univ.edu,7,14,12,8,7
amy,white,amy.white@univ.edu,7,14,12,8,6
amy,white,amy.white@univ.edu,7,14,12,8,4
amy,white,amy.white@univ.edu,7,14,12,8,10
amy,white,amy.white@univ.edu,7,14,12,11,7
amy,white,amy.white@univ.edu,7,14,12,11,6
amy,white,amy.white@univ.edu,7,14,12,11,4
amy,white,amy.white@univ.edu,7,14,12,11,10
amy,white,amy.white@univ.edu,7,14,12,5,7
amy,white,amy.white@univ.edu,7,14,12,5,6
amy,white,amy.white@univ.edu,7,14,12,5,4
amy,white,amy.white@univ.edu,7,14,12,5,10
amy,white,amy.white@univ.edu,7,14,12,13,7
amy,white,amy.white@univ.edu,7,14,12,13,6
amy,white,amy.white@univ.edu,7,14,12,13,4
amy,white,amy.white@univ.edu,7,14,12,13,10
amy,white,amy.white@univ.edu,7,14,15,8,7
amy,white,amy.white@univ.edu,7,14,15,8,6
amy,white,amy.white@univ.edu,7,14,15,8,4
amy,white,amy.white@univ.edu,7,14,15,8,10
amy,white,amy.white@univ.edu,7,14,15,11,7
amy,white,amy.white@univ.edu,7,14,15,11,6
amy,white,amy.white@univ.edu,7,14,15,11,4
amy,white,amy.white@univ.edu,7,14,15,11,10
amy,white,amy.white@univ.edu,7,14,15,5,7
amy,white,amy.white@univ.edu,7,14,15,5,6
amy,white,amy.white@univ.edu,7,14,15,5,4
amy,white,amy.white@univ.edu,7,14,15,5,10
amy,white,amy.white@univ.edu,7,14,15,13,7
amy,white,amy.white@univ.edu,7,14,15,13,6
amy,white,amy.white@univ.edu,7,14,15,13,4
amy,white,amy.white@univ.edu,7,14,15,13,10
amy,white,amy.white@univ.edu,7,14,9,8,7
amy,white,amy.white@univ.edu,7,14,9,8,6
amy,white,amy.white@univ.edu,7,14,9,8,4
amy,white,amy.white@univ.edu,7,14,9,8,10
amy,white,amy.white@univ.edu,7,14,9,11,7
amy,white,amy.white@univ.edu,7,14,9,11,6
amy,white,amy.white@univ.edu,7,14,9,11,4
amy,white,amy.white@univ.edu,7,14,9,11,10
amy,white,amy.white@univ.edu,7,14,9,5,7
amy,white,amy.white@univ.edu,7,14,9,5,6
amy,white,amy.white@univ.edu,7,14,9,5,4
amy,white,amy.white@univ.edu,7,14,9,5,10
amy,white,amy.white@univ.edu,7,14,9,13,7
amy,white,amy.white@univ.edu,7,14,9,13,6
amy,white,amy.white@univ.edu,7,14,9,13,4
amy,white,amy.white@univ.edu,7,14,9,13,10
amy,white,amy.white@univ.edu,7,14,6,8,7
amy,white,amy.white@univ.edu,7,14,6,8,6
amy,white,amy.white@univ.edu,7,14,6,8,4
amy,white,amy.white@univ.edu,7,14,6,8,10
amy,white,amy.white@univ.edu,7,14,6,11,7
amy,white,amy.white@univ.edu,7,14,6,11,6
amy,white,amy.white@univ.edu,7,14,6,11,4
amy,white,amy.white@univ.edu,7,14,6,11,10
amy,white,amy.white@univ.edu,7,14,6,5,7
amy,white,amy.white@univ.edu,7,14,6,5,6
amy,white,amy.white@univ.edu,7,14,6,5,4
amy,white,amy.white@univ.edu,7,14,6,5,10
amy,white,amy.white@univ.edu,7,14,6,13,7
amy,white,amy.white@univ.edu,7,14,6,13,6
amy,white,amy.white@univ.edu,7,14,6,13,4
amy,white,amy.white@univ.edu,7,14,6,13,10
amy,white,amy.white@univ.edu,7,11,12,8,7
amy,white,amy.white@univ.edu,7,11,12,8,6
amy,white,amy.white@univ.edu,7,11,12,8,4
amy,white,amy.white@univ.edu,7,11,12,8,10
amy,white,amy.white@univ.edu,7,11,12,11,7
amy,white,amy.white@univ.edu,7,11,12,11,6
amy,white,amy.white@univ.edu,7,11,12,11,4
amy,white,amy.white@univ.edu,7,11,12,11,10
amy,white,amy.white@univ.edu,7,11,12,5,7
amy,white,amy.white@univ.edu,7,11,12,5,6
amy,white,amy.white@univ.edu,7,11,12,5,4
amy,white,amy.white@univ.edu,7,11,12,5,10
amy,white,amy.white@univ.edu,7,11,12,13,7
amy,white,amy.white@univ.edu,7,11,12,13,6
amy,white,amy.white@univ.edu,7,11,12,13,4
amy,white,amy.white@univ.edu,7,11,12,13,10
amy,white,amy.white@univ.edu,7,11,15,8,7
amy,white,amy.white@univ.edu,7,11,15,8,6
amy,white,amy.white@univ.edu,7,11,15,8,4
amy,white,amy.white@univ.edu,7,11,15,8,10
amy,white,amy.white@univ.edu,7,11,15,11,7
amy,white,amy.white@univ.edu,7,11,15,11,6
amy,white,amy.white@univ.edu,7,11,15,11,4
amy,white,amy.white@univ.edu,7,11,15,11,10
amy,white,amy.white@univ.edu,7,11,15,5,7
amy,white,amy.white@univ.edu,7,11,15,5,6
amy,white,amy.white@univ.edu,7,11,15,5,4
amy,white,amy.white@univ.edu,7,11,15,5,10
amy,white,amy.white@univ.edu,7,11,15,13,7
amy,white,amy.white@univ.edu,7,11,15,13,6
amy,white,amy.white@univ.edu,7,11,15,13,4
amy,white,amy.white@univ.edu,7,11,15,13,10
amy,white,amy.white@univ.edu,7,11,9,8,7
amy,white,amy.white@univ.edu,7,11,9,8,6
amy,white,amy.white@univ.edu,7,11,9,8,4
amy,white,amy.white@univ.edu,7,11,9,8,10
amy,white,amy.white@univ.edu,7,11,9,11,7
amy,white,amy.white@univ.edu,7,11,9,11,6
amy,white,amy.white@univ.edu,7,11,9,11,4
amy,white,amy.white@univ.edu,7,11,9,11,10
amy,white,amy.white@univ.edu,7,11,9,5,7
amy,white,amy.white@univ.edu,7,11,9,5,6
amy,white,amy.white@univ.edu,7,11,9,5,4
amy,white,amy.white@univ.edu,7,11,9,5,10
amy,white,amy.white@univ.edu,7,11,9,13,7
amy,white,amy.white@univ.edu,7,11,9,13,6
amy,white,amy.white@univ.edu,7,11,9,13,4
amy,white,amy.white@univ.edu,7,11,9,13,10
amy,white,amy.white@univ.edu,7,11,6,8,7
amy,white,amy.white@univ.edu,7,11,6,8,6
amy,white,amy.white@univ.edu,7,11,6,8,4
amy,white,amy.white@univ.edu,7,11,6,8,10
amy,white,amy.white@univ.edu,7,11,6,11,7
amy,white,amy.white@univ.edu,7,11,6,11,6
amy,white,amy.white@univ.edu,7,11,6,11,4
amy,white,amy.white@univ.edu,7,11,6,11,10
amy,white,amy.white@univ.edu,7,11,6,5,7
amy,white,amy.white@univ.edu,7,11,6,5,6
amy,white,amy.white@univ.edu,7,11,6,5,4
amy,white,amy.white@univ.edu,7,11,6,5,10
amy,white,amy.white@univ.edu,7,11,6,13,7
amy,white,amy.white@univ.edu,7,11,6,13,6
amy,white,amy.white@univ.edu,7,11,6,13,4
amy,white,amy.white@univ.edu,7,11,6,13,10
amy,white,amy.white@univ.edu,7,12,12,8,7
amy,white,amy.white@univ.edu,7,12,12,8,6
amy,white,amy.white@univ.edu,7,12,12,8,4
amy,white,amy.white@univ.edu,7,12,12,8,10
amy,white,amy.white@univ.edu,7,12,12,11,7
amy,white,amy.white@univ.edu,7,12,12,11,6
amy,white,amy.white@univ.edu,7,12,12,11,4
amy,white,amy.white@univ.edu,7,12,12,11,10
amy,white,amy.white@univ.edu,7,12,12,5,7
amy,white,amy.white@univ.edu,7,12,12,5,6
amy,white,amy.white@univ.edu,7,12,12,5,4
amy,white,amy.white@univ.edu,7,12,12,5,10
amy,white,amy.white@univ.edu,7,12,12,13,7
amy,white,amy.white@univ.edu,7,12,12,13,6
amy,white,amy.white@univ.edu,7,12,12,13,4
amy,white,amy.white@univ.edu,7,12,12,13,10
amy,white,amy.white@univ.edu,7,12,15,8,7
amy,white,amy.white@univ.edu,7,12,15,8,6
amy,white,amy.white@univ.edu,7,12,15,8,4
amy,white,amy.white@univ.edu,7,12,15,8,10
amy,white,amy.white@univ.edu,7,12,15,11,7
amy,white,amy.white@univ.edu,7,12,15,11,6
amy,white,amy.white@univ.edu,7,12,15,11,4
amy,white,amy.white@univ.edu,7,12,15,11,10
amy,white,amy.white@univ.edu,7,12,15,5,7
amy,white,amy.white@univ.edu,7,12,15,5,6
amy,white,amy.white@univ.edu,7,12,15,5,4
amy,white,amy.white@univ.edu,7,12,15,5,10
amy,white,amy.white@univ.edu,7,12,15,13,7
amy,white,amy.white@univ.edu,7,12,15,13,6
amy,white,amy.white@univ.edu,7,12,15,13,4
amy,white,amy.white@univ.edu,7,12,15,13,10
amy,white,amy.white@univ.edu,7,12,9,8,7
amy,white,amy.white@univ.edu,7,12,9,8,6
amy,white,amy.white@univ.edu,7,12,9,8,4
amy,white,amy.white@univ.edu,7,12,9,8,10
amy,white,amy.white@univ.edu,7,12,9,11,7
amy,white,amy.white@univ.edu,7,12,9,11,6
amy,white,amy.white@univ.edu,7,12,9,11,4
amy,white,amy.white@univ.edu,7,12,9,11,10
amy,white,amy.white@univ.edu,7,12,9,5,7
amy,white,amy.white@univ.edu,7,12,9,5,6
amy,white,amy.white@univ.edu,7,12,9,5,4
amy,white,amy.white@univ.edu,7,12,9,5,10
amy,white,amy.white@univ.edu,7,12,9,13,7
amy,white,amy.white@univ.edu,7,12,9,13,6
amy,white,amy.white@univ.edu,7,12,9,13,4
amy,white,amy.white@univ.edu,7,12,9,13,10
amy,white,amy.white@univ.edu,7,12,6,8,7
amy,white,amy.white@univ.edu,7,12,6,8,6
amy,white,amy.white@univ.edu,7,12,6,8,4
amy,white,amy.white@univ.edu,7,12,6,8,10
amy,white,amy.white@univ.edu,7,12,6,11,7
amy,white,amy.white@univ.edu,7,12,6,11,6
amy,white,amy.white@univ.edu,7,12,6,11,4
amy,white,amy.white@univ.edu,7,12,6,11,10
amy,white,amy.white@univ.edu,7,12,6,5,7
amy,white,amy.white@univ.edu,7,12,6,5,6
amy,white,amy.white@univ.edu,7,12,6,5,4
amy,white,amy.white@univ.edu,7,12,6,5,10
amy,white,amy.white@univ.edu,7,12,6,13,7
amy,white,amy.white@univ.edu,7,12,6,13,6
amy,white,amy.white@univ.edu,7,12,6,13,4
amy,white,amy.white@univ.edu,7,12,6,13,10
amy,white,amy.white@univ.edu,7,12,12,8,7
amy,white,amy.white@univ.edu,7,12,12,8,6
amy,white,amy.white@univ.edu,7,12,12,8,4
amy,white,amy.white@univ.edu,7,12,12,8,10
amy,white,amy.white@univ.edu,7,12,12,11,7
amy,white,amy.white@univ.edu,7,12,12,11,6
amy,white,amy.white@univ.edu,7,12,12,11,4
amy,white,amy.white@univ.edu,7,12,12,11,10
amy,white,amy.white@univ.edu,7,12,12,5,7
amy,white,amy.white@univ.edu,7,12,12,5,6
amy,white,amy.white@univ.edu,7,12,12,5,4
amy,white,amy.white@univ.edu,7,12,12,5,10
amy,white,amy.white@univ.edu,7,12,12,13,7
amy,white,amy.white@univ.edu,7,12,12,13,6
amy,white,amy.white@univ.edu,7,12,12,13,4
amy,white,amy.white@univ.edu,7,12,12,13,10
amy,white,amy.white@univ.edu,7,12,15,8,7
amy,white,amy.white@univ.edu,7,12,15,8,6
amy,white,amy.white@univ.edu,7,12,15,8,4
amy,white,amy.white@univ.edu,7,12,15,8,10
amy,white,amy.white@univ.edu,7,12,15,11,7
amy,white,amy.white@univ.edu,7,12,15,11,6
amy,white,amy.white@univ.edu,7,12,15,11,4
amy,white,amy.white@univ.edu,7,12,15,11,10
amy,white,amy.white@univ.edu,7,12,15,5,7
amy,white,amy.white@univ.edu,7,12,15,5,6
amy,white,amy.white@univ.edu,7,12,15,5,4
amy,white,amy.white@univ.edu,7,12,15,5,10
amy,white,amy.white@univ.edu,7,12,15,13,7
amy,white,amy.white@univ.edu,7,12,15,13,6
amy,white,amy.white@univ.edu,7,12,15,13,4
amy,white,amy.white@univ.edu,7,12,15,13,10
amy,white,amy.white@univ.edu,7,12,9,8,7
amy,white,amy.white@univ.edu,7,12,9,8,6
amy,white,amy.white@univ.edu,7,12,9,8,4
amy,white,amy.white@univ.edu,7,12,9,8,10
amy,white,amy.white@univ.edu,7,12,9,11,7
amy,white,amy.white@univ.edu,7,12,9,11,6
amy,white,amy.white@univ.edu,7,12,9,11,4
amy,white,amy.white@univ.edu,7,12,9,11,10
amy,white,amy.white@univ.edu,7,12,9,5,7
amy,white,amy.white@univ.edu,7,12,9,5,6
amy,white,amy.white@univ.edu,7,12,9,5,4
amy,white,amy.white@univ.edu,7,12,9,5,10
amy,white,amy.white@univ.edu,7,12,9,13,7
amy,white,amy.white@univ.edu,7,12,9,13,6
amy,white,amy.white@univ.edu,7,12,9,13,4
amy,white,amy.white@univ.edu,7,12,9,13,10
amy,white,amy.white@univ.edu,7,12,6,8,7
amy,white,amy.white@univ.edu,7,12,6,8,6
amy,white,amy.white@univ.edu,7,12,6,8,4
amy,white,amy.white@univ.edu,7,12,6,8,10
amy,white,amy.white@univ.edu,7,12,6,11,7
amy,white,amy.white@univ.edu,7,12,6,11,6
amy,white,amy.white@univ.edu,7,12,6,11,4
amy,white,amy.white@univ.edu,7,12,6,11,10
amy,white,amy.white@univ.edu,7,12,6,5,7
amy,white,amy.white@univ.edu,7,12,6,5,6
amy,white,amy.white@univ.edu,7,12,6,5,4
amy,white,amy.white@univ.edu,7,12,6,5,10
amy,white,amy.white@univ.edu,7,12,6,13,7
