SID,Email Address,Section,First Name,Last Name,Homework 1,Homework 1 - Max Points,Homework 2,Homework 2 - Max Points,Homework 3,Homework 3 - Max Points,Homework 4,Homework 4 - Max Points,Homework 5,Homework 5 - Max Points,Homework 6,Homework 6 - Max Points,Homework 7,Homework 7 - Max Points,Homework 8,Homework 8 - Max Points,Homework 9,Homework 9 - Max Points,Homework 10,Homework 10 - Max Points,Exam 1,Exam 1 - Max Points,Exam 2,Exam 2 - Max Points,Exam 3,Exam 3 - Max Points,Quiz 5,Quiz 4,Quiz 2,Quiz 3,Quiz 1,Exam 1 Score,Exam 2 Score,Exam 3 Score,Total Homework,Average Homework,Homework Score,Total Quizzes,Average Quizzes,Quiz Score,Final Score,Ceiling Score,Final Grade
hxg56446,heidi.glover@univ.edu,2,Heidi,Glover,65,80,52,80,60,80,65,100,45,70,81,90,47,50,43,70,51,60,48,60,60,100,83,100,83,100,9,7,14,10,4,0.6,0.83,0.83,0.752702703,0.760964286,0.760964286,0.752702703,0.627040998,0.752702703,0.767696525,77,C
smg03171,sherry.good@univ.edu,2,Sherry,Good,50,80,48,80,77,80,94,100,54,70,77,90,44,50,62,70,48,60,47,60,89,100,88,100,64,100,9,7,12,7,6,0.89,0.88,0.64,0.812162162,0.810353175,0.812162162,0.812162162,0.60144385,0.812162162,0.797013514,80,B
lxg35058,lori.gordon@univ.edu,2,Lori,Gordon,52,80,74,80,75,80,79,100,67,70,72,90,50,50,51,70,40,60,38,60,88,100,96,100,76,100,7,7,15,12,9,0.88,0.96,0.76,0.808108108,0.808821429,0.808821429,0.808108108,0.721479501,0.808108108,0.819961004,82,B
bjg14618,benjamin.graham@univ.edu,2,Benjamin,Graham,64,80,52,80,58,80,87,100,60,70,89,90,41,50,45,70,50,60,37,60,81,100,73,100,81,100,7,6,15,6,7,0.81,0.73,0.81,0.787837838,0.780388889,0.787837838,0.787837838,0.600241915,0.787837838,0.786486486,79,C
chh70562,crystal.holt@univ.edu,2,Crystal,Holt,68,80,51,80,64,80,91,100,52,70,67,90,37,50,43,70,45,60,39,60,63,100,97,100,73,100,9,14,9,14,9,0.63,0.97,0.73,0.752702703,0.74390873,0.752702703,0.752702703,0.798342246,0.798342246,0.778583755,78,C
mjj83180,margaret.james@univ.edu,2,Margaret,James,67,80,63,80,48,80,81,100,62,70,89,90,36,50,57,70,48,60,51,60,85,100,90,100,97,100,11,7,11,9,8,0.85,0.9,0.97,0.813513514,0.809388889,0.813513514,0.813513514,0.681336898,0.813513514,0.847459459,85,B
jxj82678,jamie.johnson@univ.edu,2,Jamie,Johnson,74,80,78,80,76,80,100,100,66,70,85,90,40,50,67,70,36,60,50,60,63,100,71,100,90,100,6,9,14,16,5,0.63,0.71,0.9,0.908108108,0.892777778,0.908108108,0.908108108,0.69438248,0.908108108,0.873175676,88,B
smj00936,stacy.johnson@univ.edu,2,Stacy,Johnson,74,80,55,80,60,80,67,100,46,70,85,90,43,50,42,70,59,60,48,60,96,100,80,100,86,100,7,7,14,11,6,0.96,0.8,0.86,0.782432432,0.787742063,0.787742063,0.782432432,0.641836007,0.782432432,0.806826555,81,B
txj17476,tara.johnson@univ.edu,2,Tara,Johnson,53,80,74,80,65,80,82,100,45,70,59,90,48,50,56,70,40,60,57,60,71,100,91,100,95,100,12,14,6,10,6,0.71,0.91,0.95,0.782432432,0.789507937,0.789507937,0.782432432,0.706737968,0.782432432,0.819532904,82,B
mxl12345,malaika.lambert@univ.edu,2,Malaika,Lambert,63,80,57,80,78,80,83,100,61,70,88,90,42,50,58,70,45,60,37,60,60,100,91,100,93,100,6,13,10,10,8,0.6,0.91,0.93,0.827027027,0.818944444,0.827027027,0.827027027,0.682149223,0.827027027,0.839418919,84,B
axl60952,aaron.lester@univ.edu,2,Aaron,Lester,68,80,74,80,77,80,89,100,51,70,87,90,33,50,48,70,42,60,41,60,79,100,63,100,68,100,8,8,9,10,6,0.79,0.63,0.68,0.824324324,0.805178571,0.824324324,0.824324324,0.594357016,0.824324324,0.781527027,79,C
asm59771,ashley.martin@univ.edu,2,Ashley,Martin,50,80,66,80,80,80,68,100,46,70,86,90,33,50,63,70,51,60,48,60,67,100,72,100,68,100,11,13,7,8,5,0.67,0.72,0.68,0.798648649,0.795269841,0.798648649,0.798648649,0.64740769,0.798648649,0.766554054,77,C
sem28474,stephen.miller@univ.edu,2,Stephen,Miller,50,80,48,80,63,80,77,100,57,70,81,90,49,50,69,70,55,60,41,60,72,100,70,100,97,100,4,13,10,7,8,0.72,0.7,0.97,0.797297297,0.80625,0.80625,0.797297297,0.613521772,0.797297297,0.813189189,82,B
bgm86325,brian.myers@univ.edu,2,Brian,Myers,75,80,49,80,53,80,65,100,66,70,69,90,49,50,47,70,44,60,53,60,74,100,60,100,92,100,7,8,10,15,9,0.74,0.6,0.92,0.77027027,0.784011905,0.784011905,0.77027027,0.704392666,0.77027027,0.779685843,78,C
cxn83965,cindy.nguyen@univ.edu,2,Cindy,Nguyen,51,80,59,80,58,80,63,100,52,70,58,90,50,50,66,70,46,60,41,60,82,100,68,100,82,100,10,10,10,6,7,0.82,0.68,0.82,0.735135135,0.751015873,0.751015873,0.735135135,0.640718105,0.735135135,0.75294689,76,C
jxo31236,john.odom@univ.edu,2,John,Odom,59,80,59,80,60,80,61,100,44,70,62,90,34,50,66,70,52,60,55,60,85,100,100,100,80,100,6,9,15,8,11,0.85,1,0.8,0.745945946,0.755865079,0.755865079,0.745945946,0.722689076,0.745945946,0.788629816,79,C
bkr19538,brandy.reilly@univ.edu,2,Brandy,Reilly,70,80,80,80,55,80,84,100,42,70,79,90,44,50,60,70,45,60,52,60,69,100,67,100,95,100,10,14,13,6,5,0.69,0.67,0.95,0.825675676,0.82340873,0.825675676,0.825675676,0.701497326,0.825675676,0.821972973,83,B
bxr62103,bailey.reyes@univ.edu,2,Bailey,Reyes,53,80,50,80,55,80,97,100,57,70,75,90,39,50,64,70,41,60,46,60,90,100,72,100,71,100,7,6,15,17,10,0.9,0.72,0.71,0.77972973,0.773690476,0.77972973,0.77972973,0.784199134,0.784199134,0.770651632,78,C
skr62062,steven.roberts@univ.edu,2,Steven,Roberts,56,80,75,80,76,80,92,100,59,70,74,90,38,50,60,70,59,60,49,60,70,100,80,100,67,100,8,9,14,8,8,0.7,0.8,0.67,0.862162162,0.858972222,0.862162162,0.862162162,0.688143621,0.862162162,0.819013514,82,B
akr14831,alexander.rodriguez@univ.edu,2,Alexander,Rodriguez,50,80,54,80,74,80,75,100,54,70,59,90,38,50,43,70,38,60,47,60,97,100,97,100,81,100,7,11,13,16,11,0.97,0.97,0.81,0.718918919,0.719293651,0.719293651,0.718918919,0.835378151,0.835378151,0.805330906,81,B
sbr74322,sherry.rogers@univ.edu,2,Sherry,Rogers,58,80,60,80,49,80,68,100,50,70,75,90,33,50,44,70,55,60,56,60,63,100,92,100,80,100,11,9,12,17,4,0.63,0.92,0.8,0.740540541,0.745369048,0.745369048,0.740540541,0.744632035,0.744632035,0.765037229,77,C
oxr30270,oscar.rush@univ.edu,2,Oscar,Rush,50,80,56,80,65,80,80,100,42,70,68,90,34,50,67,70,57,60,40,60,74,100,80,100,66,100,5,5,14,7,5,0.74,0.8,0.66,0.755405405,0.754686508,0.755405405,0.755405405,0.514690604,0.755405405,0.744783784,75,C
mxs33225,michelle.scott@univ.edu,2,Michelle,Scott,52,80,55,80,72,80,66,100,44,70,79,90,35,50,52,70,50,60,42,60,87,100,77,100,92,100,7,14,15,12,7,0.87,0.77,0.92,0.739189189,0.738003968,0.739189189,0.739189189,0.785115865,0.785115865,0.789710435,79,C
aes07091,andrea.smith@univ.edu,2,Andrea,Smith,80,80,71,80,61,80,73,100,61,70,79,90,47,50,62,70,43,60,41,60,66,100,97,100,86,100,12,12,10,7,5,0.66,0.97,0.86,0.835135135,0.835492063,0.835492063,0.835135135,0.678023937,0.835135135,0.843737366,85,B
sxs90647,samantha.smith@univ.edu,2,Samantha,Smith,48,80,61,80,49,80,70,100,61,70,87,90,36,50,59,70,53,60,44,60,69,100,100,100,74,100,6,5,7,17,6,0.69,1,0.74,0.767567568,0.769261905,0.769261905,0.767567568,0.573852814,0.767567568,0.783475032,79,C
lxs77616,leslie.sparks@univ.edu,2,Leslie,Sparks,66,80,77,80,54,80,66,100,48,70,56,90,38,50,63,70,43,60,50,60,61,100,95,100,90,100,8,8,9,16,7,0.61,0.95,0.9,0.758108108,0.764043651,0.764043651,0.758108108,0.683127069,0.758108108,0.793549893,80,B
mxs29840,marcia.stevens@univ.edu,2,Marcia,Stevens,51,80,72,80,60,80,84,100,68,70,73,90,50,50,65,70,59,60,59,60,63,100,99,100,83,100,12,10,15,17,7,0.63,0.99,0.83,0.866216216,0.880527778,0.880527778,0.866216216,0.87012987,0.87012987,0.868250072,87,B
mat59156,michael.taylor@univ.edu,2,Michael,Taylor,58,80,60,80,50,80,72,100,46,70,68,90,37,50,49,70,47,60,36,60,91,100,68,100,66,100,5,12,15,13,5,0.91,0.68,0.66,0.706756757,0.705603175,0.706756757,0.706756757,0.698612172,0.706756757,0.70722973,71,C
cxw68726,carol.watkins@univ.edu,2,Carol,Watkins,64,80,76,80,69,80,88,100,60,70,66,90,36,50,51,70,55,60,57,60,62,100,92,100,98,100,5,5,6,11,6,0.62,0.92,0.98,0.840540541,0.839821429,0.840540541,0.840540541,0.473264579,0.840540541,0.858378378,86,B
hsw06874,holly.watson@univ.edu,2,Holly,Watson,66,80,51,80,66,80,79,100,53,70,55,90,35,50,61,70,49,60,49,60,81,100,100,100,90,100,5,6,12,10,11,0.81,1,0.9,0.762162162,0.765051587,0.765051587,0.762162162,0.646694678,0.762162162,0.810169284,82,B
kxw26270,kimberly.williams@univ.edu,2,Kimberly,Williams,72,80,80,80,63,80,87,100,57,70,71,90,30,50,43,70,42,60,49,60,82,100,95,100,85,100,9,11,6,11,6,0.82,0.95,0.85,0.802702703,0.789162698,0.802702703,0.802702703,0.625645531,0.802702703,0.825391892,83,B
cxw91147,courtney.wolf@univ.edu,2,Courtney,Wolf,80,80,79,80,66,80,63,100,56,70,71,90,48,50,43,70,52,60,43,60,88,100,86,100,62,100,9,7,15,9,10,0.88,0.86,0.62,0.812162162,0.818900794,0.818900794,0.812162162,0.737700535,0.812162162,0.794208966,80,B
jxw87000,john.woodard@univ.edu,2,John,Woodard,51,80,68,80,56,80,71,100,69,70,60,90,33,50,56,70,41,60,60,60,68,100,93,100,62,100,8,13,14,11,11,0.68,0.93,0.62,0.763513514,0.769321429,0.769321429,0.763513514,0.83512605,0.83512605,0.778266387,78,C
